,x,y,shape
44,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/136.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (136).jpg,"(800, 800, 3)"
45,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/211.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (211).jpg,"(800, 800, 3)"
46,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/44.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (44).jpg,"(800, 800, 3)"
47,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/78.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (78).jpg,"(800, 800, 3)"
48,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/34.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (34).jpg,"(800, 800, 3)"
49,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/5.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (5).jpg,"(800, 800, 3)"
50,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/190.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (190).jpg,"(800, 800, 3)"
51,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/12.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (12).jpg,"(800, 800, 3)"
52,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/107.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (107).jpg,"(800, 800, 3)"
53,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/198.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (198).jpg,"(800, 800, 3)"
54,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/142.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (142).jpg,"(800, 800, 3)"
55,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/212.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (212).jpg,"(800, 800, 3)"
56,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/216.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (216).jpg,"(800, 800, 3)"
57,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/134.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (134).jpg,"(800, 800, 3)"
58,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/162.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (162).jpg,"(800, 800, 3)"
59,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/155.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (155).jpg,"(800, 800, 3)"
60,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/58.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (58).jpg,"(800, 800, 3)"
61,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/28.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (28).jpg,"(800, 800, 3)"
62,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/242.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (242).jpg,"(800, 800, 3)"
63,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/67.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (67).jpg,"(800, 800, 3)"
64,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/91.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (91).jpg,"(800, 800, 3)"
65,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/174.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (174).jpg,"(800, 800, 3)"
66,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/186.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (186).jpg,"(800, 800, 3)"
67,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/123.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (123).jpg,"(800, 800, 3)"
68,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/135.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (135).jpg,"(800, 800, 3)"
69,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/154.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (154).jpg,"(800, 800, 3)"
70,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/187.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (187).jpg,"(800, 800, 3)"
71,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/169.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (169).jpg,"(800, 800, 3)"
72,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/204.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (204).jpg,"(800, 800, 3)"
73,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/41.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (41).jpg,"(800, 800, 3)"
74,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/85.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (85).jpg,"(800, 800, 3)"
75,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/101.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (101).jpg,"(800, 800, 3)"
76,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/88.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (88).jpg,"(800, 800, 3)"
77,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/65.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (65).jpg,"(800, 800, 3)"
78,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/208.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (208).jpg,"(800, 800, 3)"
79,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/31.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (31).jpg,"(800, 800, 3)"
80,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/138.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (138).jpg,"(800, 800, 3)"
81,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/158.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (158).jpg,"(800, 800, 3)"
82,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/82.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (82).jpg,"(800, 800, 3)"
83,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/69.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (69).jpg,"(800, 800, 3)"
84,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/194.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (194).jpg,"(800, 800, 3)"
85,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/201.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (201).jpg,"(800, 800, 3)"
86,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/52.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (52).jpg,"(800, 800, 3)"
87,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/161.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (161).jpg,"(800, 800, 3)"
88,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/129.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (129).jpg,"(800, 800, 3)"
89,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/97.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (97).jpg,"(800, 800, 3)"
90,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/81.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (81).jpg,"(800, 800, 3)"
91,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/39.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (39).jpg,"(800, 800, 3)"
92,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/112.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (112).jpg,"(800, 800, 3)"
93,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/217.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (217).jpg,"(800, 800, 3)"
94,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/95.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (95).jpg,"(800, 800, 3)"
95,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/140.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (140).jpg,"(800, 800, 3)"
96,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/29.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (29).jpg,"(800, 800, 3)"
97,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/59.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (59).jpg,"(800, 800, 3)"
98,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/62.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (62).jpg,"(800, 800, 3)"
99,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/13.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (13).jpg,"(800, 800, 3)"
100,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/176.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (176).jpg,"(800, 800, 3)"
101,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/35.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (35).jpg,"(800, 800, 3)"
102,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/2.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (2).jpg,"(800, 800, 3)"
103,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/131.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (131).jpg,"(800, 800, 3)"
104,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/157.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (157).jpg,"(800, 800, 3)"
105,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/24.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (24).jpg,"(800, 800, 3)"
106,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/218.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (218).jpg,"(800, 800, 3)"
107,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/49.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (49).jpg,"(800, 800, 3)"
108,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/64.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (64).jpg,"(800, 800, 3)"
109,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/6.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (6).jpg,"(800, 800, 3)"
110,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/36.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (36).jpg,"(800, 800, 3)"
111,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/145.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (145).jpg,"(800, 800, 3)"
112,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/74.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (74).jpg,"(800, 800, 3)"
113,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/192.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (192).jpg,"(800, 800, 3)"
114,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/239.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (239).jpg,"(800, 800, 3)"
115,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/75.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (75).jpg,"(800, 800, 3)"
116,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/114.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (114).jpg,"(800, 800, 3)"
117,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/9.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (9).jpg,"(800, 800, 3)"
118,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/109.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (109).jpg,"(800, 800, 3)"
119,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/197.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (197).jpg,"(800, 800, 3)"
120,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/121.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (121).jpg,"(800, 800, 3)"
121,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/7.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (7).jpg,"(800, 800, 3)"
122,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/244.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (244).jpg,"(800, 800, 3)"
123,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/92.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (92).jpg,"(800, 800, 3)"
124,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/87.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (87).jpg,"(800, 800, 3)"
125,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/159.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (159).jpg,"(800, 800, 3)"
126,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/168.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (168).jpg,"(800, 800, 3)"
127,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/232.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (232).jpg,"(800, 800, 3)"
128,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/99.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (99).jpg,"(800, 800, 3)"
129,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/83.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (83).jpg,"(800, 800, 3)"
130,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/46.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (46).jpg,"(800, 800, 3)"
131,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/108.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (108).jpg,"(800, 800, 3)"
132,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/54.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (54).jpg,"(800, 800, 3)"
133,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/172.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (172).jpg,"(800, 800, 3)"
134,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/191.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (191).jpg,"(800, 800, 3)"
135,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/27.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (27).jpg,"(800, 800, 3)"
136,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/248.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (248).jpg,"(800, 800, 3)"
137,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/237.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (237).jpg,"(800, 800, 3)"
138,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/241.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (241).jpg,"(800, 800, 3)"
139,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/149.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (149).jpg,"(800, 800, 3)"
140,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/33.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (33).jpg,"(800, 800, 3)"
141,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/215.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (215).jpg,"(800, 800, 3)"
142,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/104.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (104).jpg,"(800, 800, 3)"
143,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/182.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (182).jpg,"(800, 800, 3)"
144,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/209.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (209).jpg,"(800, 800, 3)"
145,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/126.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (126).jpg,"(800, 800, 3)"
146,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/164.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (164).jpg,"(800, 800, 3)"
147,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/48.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (48).jpg,"(800, 800, 3)"
148,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/61.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (61).jpg,"(800, 800, 3)"
149,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/137.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (137).jpg,"(800, 800, 3)"
150,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/233.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (233).jpg,"(800, 800, 3)"
151,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/57.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (57).jpg,"(800, 800, 3)"
152,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/77.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (77).jpg,"(800, 800, 3)"
153,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/60.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (60).jpg,"(800, 800, 3)"
154,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/246.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (246).jpg,"(800, 800, 3)"
155,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/94.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (94).jpg,"(800, 800, 3)"
156,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/247.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (247).jpg,"(800, 800, 3)"
157,/home/patrick/Git/OAM/AutoEncoder/Train/Input/1/225.jpg,/home/patrick/Git/OAM/AutoEncoder/Train/Output/1/a (225).jpg,"(800, 800, 3)"
